num_client;recence;frequence;montant;seg_recence;seg_frequence;seg_montant
ID_423935;12;1;43.8;R1;F1;M1
ID_424039;10;1;37.49;R1;F1;M1
ID_424244;6;3;169.46;R2;F2;M3
ID_424345;1;5;66.812;R3;F3;M2
ID_424392;2;2;45.74;R3;F2;M1
ID_424599;6;2;50.69;R2;F2;M2
ID_424662;1;2;79.54;R3;F2;M2
ID_424730;3;3;45.156666667;R2;F2;M1
ID_424818;1;1;33.29;R3;F1;M1
ID_425065;3;1;97.79;R2;F1;M2
ID_425470;5;3;418;R2;F2;M3
ID_425473;3;2;153.7;R2;F2;M3
ID_425562;9;1;22.2;R1;F1;M1
ID_425595;1;1;38.49;R3;F1;M1
ID_425765;2;3;59.326666667;R3;F2;M2
ID_426219;1;7;62.057142857;R3;F3;M2
ID_426236;1;9;242.18444444;R3;F3;M3
ID_426398;2;1;57.49;R3;F1;M2
ID_426764;1;1;16.99;R3;F1;M1
ID_426819;6;1;48.99;R2;F1;M1
ID_426822;10;2;62.15;R1;F2;M2
ID_426861;11;1;13.99;R1;F1;M1
ID_426864;7;8;170.00625;R1;F3;M3
ID_426949;2;7;90.077142857;R3;F3;M2
ID_426983;6;1;110.99;R2;F1;M3
ID_427276;2;2;245.995;R3;F2;M3
ID_427305;11;1;23.6;R1;F1;M1
ID_427320;12;3;148.41333333;R1;F2;M3
ID_427418;4;1;59.5;R2;F1;M2
ID_427438;4;3;61.493333333;R2;F2;M2
ID_427681;4;2;167.99;R2;F2;M3
ID_428018;1;3;95.5;R3;F2;M2
ID_428039;6;2;116.4;R2;F2;M3
ID_428194;3;4;87.0475;R2;F3;M2
ID_428371;6;1;34.2;R2;F1;M1
ID_428584;11;1;331.5;R1;F1;M3
ID_428673;11;1;17.2;R1;F1;M1
ID_428770;1;2;90.74;R3;F2;M2
ID_429007;1;5;20.242;R3;F3;M1
ID_42908;3;1;92;R2;F1;M2
ID_429164;11;2;307.345;R1;F2;M3
ID_429290;2;2;29.8;R3;F2;M1
ID_429475;5;3;41.13;R2;F2;M1
ID_429516;4;4;103.32;R2;F3;M3
ID_429562;1;4;40.865;R3;F3;M1
ID_429661;1;8;110.29375;R3;F3;M3
ID_429761;9;2;47.595;R1;F2;M1
ID_429862;3;4;45.3675;R2;F3;M1
ID_429867;1;3;116.09;R3;F2;M3
ID_430036;3;1;227.99;R2;F1;M3
ID_430046;5;4;36.0425;R2;F3;M1
ID_430066;1;1;31.8;R3;F1;M1
ID_430365;2;7;143.40857143;R3;F3;M3
ID_430736;5;1;94.49;R2;F1;M2
ID_430741;4;1;23.7;R2;F1;M1
ID_431010;3;7;77.71;R2;F3;M2
ID_431148;10;2;26.99;R1;F2;M1
ID_431213;4;3;28.616666667;R2;F2;M1
ID_431215;5;3;65.266666667;R2;F2;M2
ID_431655;1;3;336.15666667;R3;F2;M3
ID_431712;2;2;144.595;R3;F2;M3
ID_431916;11;1;35.5;R1;F1;M1
ID_432000;3;4;116.995;R2;F3;M3
ID_432107;12;1;44.8;R1;F1;M1
ID_432415;1;4;125.195;R3;F3;M3
ID_432545;1;4;44.745;R3;F3;M1
ID_432564;10;2;163.345;R1;F2;M3
ID_433129;1;1;190.99;R3;F1;M3
ID_433350;1;5;100.954;R3;F3;M3
ID_433396;3;3;21.06;R2;F2;M1
ID_433605;1;4;158.99;R3;F3;M3
ID_4343;1;4;52.9175;R3;F3;M2
ID_43516;2;3;35.66;R3;F2;M1
ID_435560;2;2;26.595;R3;F2;M1
ID_435876;2;3;20.91;R3;F2;M1
ID_436920;7;2;72.4;R1;F2;M2
ID_438047;1;9;235.39222222;R3;F3;M3
ID_438528;1;4;45.5425;R3;F3;M1
ID_438631;1;1;73.99;R3;F1;M2
ID_439122;1;4;118.8975;R3;F3;M3
ID_439138;3;3;38.496666667;R2;F2;M1
ID_439236;1;5;33.77;R3;F3;M1
ID_439430;12;1;44.99;R1;F1;M1
ID_439502;12;5;90.07;R1;F3;M2
ID_439589;4;5;374.456;R2;F3;M3
ID_439692;2;9;23.111111111;R3;F3;M1
ID_439759;7;1;52.99;R1;F1;M2
ID_439880;1;1;42.99;R3;F1;M1
ID_440235;4;1;121.99;R2;F1;M3
ID_440356;1;4;52.965;R3;F3;M2
ID_440520;1;1;58;R3;F1;M2
ID_440684;1;2;46.245;R3;F2;M1
ID_440784;1;5;16.09;R3;F3;M1
ID_441395;4;1;42.99;R2;F1;M1
ID_441449;3;3;61.193333333;R2;F2;M2
ID_441705;6;1;15.5;R2;F1;M1
ID_442454;2;4;112.7425;R3;F3;M3
ID_442791;4;1;94.49;R2;F1;M2
ID_443;6;5;21.426;R2;F3;M1
ID_4433;6;4;69.3925;R2;F3;M2
ID_443585;9;1;73;R1;F1;M2
ID_443617;4;2;125.375;R2;F2;M3
ID_444601;11;1;15.99;R1;F1;M1
ID_444665;12;1;46.49;R1;F1;M1
ID_445432;5;1;28.99;R2;F1;M1
ID_4455;1;2;26.35;R3;F2;M1
ID_445678;2;14;39.671428571;R3;F3;M1
ID_445851;2;1;45.7;R3;F1;M1
ID_446594;6;4;103.6225;R2;F3;M3
ID_447907;2;1;43.49;R3;F1;M1
ID_448098;1;5;38.796;R3;F3;M1
ID_449169;6;1;98.99;R2;F1;M2
ID_449412;2;9;45.193333333;R3;F3;M1
ID_45;1;1;51.8;R3;F1;M2
ID_450050;6;1;135;R2;F1;M3
ID_450332;1;3;55.163333333;R3;F2;M2
ID_451798;4;3;390.79666667;R2;F2;M3
ID_451939;6;10;151.73333333;R2;F3;M3
ID_452093;3;1;17.49;R2;F1;M1
ID_452233;2;3;46.323333333;R3;F2;M1
ID_452302;12;1;40.99;R1;F1;M1
ID_452358;1;4;92.6975;R3;F3;M2
ID_452682;1;1;31.8;R3;F1;M1
ID_452720;4;1;88.49;R2;F1;M2
ID_452869;5;2;14.74;R2;F2;M1
ID_4531;2;6;99.943333333;R3;F3;M2
ID_454610;2;13;103.66384615;R3;F3;M3
ID_454791;1;6;131.91;R3;F3;M3
ID_454952;5;3;24.495;R2;F2;M1
ID_455022;1;4;27.4675;R3;F3;M1
ID_455281;2;2;63.55;R3;F2;M2
ID_456061;2;4;138.3675;R3;F3;M3
ID_458021;1;6;184.64666667;R3;F3;M3
ID_458073;3;4;217.5225;R2;F3;M3
ID_45865;3;5;58.69;R2;F3;M2
ID_458652;1;1;33.49;R3;F1;M1
ID_458686;7;5;110.458;R1;F3;M3
ID_458867;4;2;106.49;R2;F2;M3
ID_459207;2;6;27.475;R3;F3;M1
ID_459598;2;2;69.995;R3;F2;M2
ID_459783;1;2;78.49;R3;F2;M2
ID_459815;2;1;53.89;R3;F1;M2
ID_459927;1;2;109.24;R3;F2;M3
ID_460081;4;3;54.663333333;R2;F2;M2
ID_460206;6;2;215.495;R2;F2;M3
ID_460440;1;1;154.99;R3;F1;M3
ID_460515;1;6;75.005;R3;F3;M2
ID_460669;5;3;169.54;R2;F2;M3
ID_460885;1;4;43.6175;R3;F3;M1
ID_460934;4;1;23.2;R2;F1;M1
ID_460983;9;2;59.9;R1;F2;M2
ID_461192;2;1;24.49;R3;F1;M1
ID_461377;1;2;1012.49;R3;F2;M3
ID_461899;2;3;25.59;R3;F2;M1
ID_461903;5;1;24.8;R2;F1;M1
ID_462423;2;4;92.1175;R3;F3;M2
ID_462503;2;3;25.493333333;R3;F2;M1
ID_462780;9;1;21.5;R1;F1;M1
ID_462953;1;4;61.3175;R3;F3;M2
ID_463297;2;1;55.6;R3;F1;M2
ID_463361;12;1;49;R1;F1;M1
ID_4640;3;3;86.495;R2;F2;M2
ID_464114;4;3;103.86666667;R2;F2;M3
ID_464545;4;5;286.99;R2;F3;M3
ID_464662;6;4;48.5;R2;F3;M1
ID_464797;5;1;10.2;R2;F1;M1
ID_464813;6;1;21.49;R2;F1;M1
ID_464904;4;4;55.42;R2;F3;M2
ID_464909;2;1;329.99;R3;F1;M3
ID_465009;10;1;;R1;F1;M1
ID_465112;1;5;410.438;R3;F3;M3
ID_465184;11;2;54.445;R1;F2;M2
ID_465225;3;2;27.095;R2;F2;M1
ID_465276;9;3;49.896666667;R1;F2;M1
ID_465345;2;2;24.74;R3;F2;M1
ID_465627;1;7;175.48428571;R3;F3;M3
ID_465930;1;4;164.4575;R3;F3;M3
ID_465975;2;2;46.9;R3;F2;M1
ID_466127;4;4;220.07;R2;F3;M3
ID_466202;2;5;295.676;R3;F3;M3
ID_466264;9;3;117.32333333;R1;F2;M3
ID_466283;2;15;141.04066667;R3;F3;M3
ID_466348;9;2;31.14;R1;F2;M1
ID_466612;4;4;31.7325;R2;F3;M1
ID_466617;10;1;35.8;R1;F1;M1
ID_466700;3;2;468.995;R2;F2;M3
ID_466801;1;3;125.49;R3;F2;M3
ID_466879;4;1;31.1;R2;F1;M1
ID_466953;2;4;58.6475;R3;F3;M2
ID_467006;5;5;161.956;R2;F3;M3
ID_467021;6;3;85.466666667;R2;F2;M2
ID_467097;4;1;80.49;R2;F1;M2
ID_467389;7;3;73.726666667;R1;F2;M2
ID_467393;11;1;104.5;R1;F1;M3
ID_467411;5;1;93.8;R2;F1;M2
ID_467558;12;1;137.49;R1;F1;M3
ID_467569;10;2;37.495;R1;F2;M1
ID_467963;2;4;112.615;R3;F3;M3
ID_468019;5;3;66.73;R2;F2;M2
ID_468137;1;5;68.114;R3;F3;M2
ID_468193;2;2;82.345;R3;F2;M2
ID_468306;2;2;157.49;R3;F2;M3
ID_468494;2;5;139.794;R3;F3;M3
ID_468635;7;3;98.826666667;R1;F2;M2
ID_468945;12;1;27.9;R1;F1;M1
ID_469013;5;4;62.9975;R2;F3;M2
ID_469576;10;1;34.2;R1;F1;M1
ID_469601;5;3;28.296666667;R2;F2;M1
ID_469615;2;4;33.6925;R3;F3;M1
ID_470017;1;3;111.32333333;R3;F2;M3
ID_470125;3;3;62.493333333;R2;F2;M2
ID_470252;7;1;26.99;R1;F1;M1
ID_470260;5;5;81.916;R2;F3;M2
ID_470418;1;1;17.49;R3;F1;M1
ID_470438;11;1;32.6;R1;F1;M1
ID_470781;11;1;37.6;R1;F1;M1
ID_470787;2;2;108.55;R3;F2;M3
ID_471033;2;1;40.3;R3;F1;M1
ID_471954;12;1;15.99;R1;F1;M1
ID_472092;10;3;191.86;R1;F2;M3
ID_472316;10;1;65.2;R1;F1;M2
ID_472628;10;1;35.99;R1;F1;M1
ID_472854;1;3;59.996666667;R3;F2;M2
ID_472940;3;5;179.958;R2;F3;M3
ID_473097;5;3;111.98333333;R2;F2;M3
ID_473150;12;1;18.49;R1;F1;M1
ID_473152;9;1;59.99;R1;F1;M2
ID_473360;1;4;57.7725;R3;F3;M2
ID_473377;1;2;168.1;R3;F2;M3
ID_473459;4;1;163.49;R2;F1;M3
ID_473565;2;2;27.5;R3;F2;M1
ID_473714;2;1;539.49;R3;F1;M3
ID_474032;2;6;87.656666667;R3;F3;M2
ID_474069;5;5;166.652;R2;F3;M3
ID_474225;2;2;75.49;R3;F2;M2
ID_474348;1;1;12.33;R3;F1;M1
ID_474477;2;3;108.5;R3;F2;M3
ID_474784;1;1;23.05;R3;F1;M1
ID_474880;6;2;42.24;R2;F2;M1
ID_47496;4;1;33.49;R2;F1;M1
ID_475138;7;1;24.2;R1;F1;M1
ID_475372;12;1;28.7;R1;F1;M1
ID_475583;10;1;65.2;R1;F1;M2
ID_475598;2;1;6;R3;F1;M1
ID_475639;2;7;25.741428571;R3;F3;M1
ID_475818;2;2;83.495;R3;F2;M2
ID_475873;1;5;39.152;R3;F3;M1
ID_476140;10;2;40.4;R1;F2;M1
ID_476143;11;1;26.5;R1;F1;M1
ID_476249;6;1;23.6;R2;F1;M1
ID_476257;3;4;50.3725;R2;F3;M2
ID_476305;2;2;28.845;R3;F2;M1
ID_476362;5;3;141.33333333;R2;F2;M3
ID_476386;2;4;72.2675;R3;F3;M2
ID_476442;3;1;95.4;R2;F1;M2
ID_476669;6;2;24.49;R2;F2;M1
ID_476738;2;4;87.595;R3;F3;M2
ID_476768;1;2;77.045;R3;F2;M2
ID_476851;5;2;31.595;R2;F2;M1
ID_476886;4;2;157.095;R2;F2;M3
ID_476895;1;1;51.49;R3;F1;M2
ID_476976;2;10;122.522;R3;F3;M3
ID_477123;2;4;113.2925;R3;F3;M3
ID_477183;11;1;35.7;R1;F1;M1
ID_477206;12;1;125.99;R1;F1;M3
ID_477242;3;1;38.99;R2;F1;M1
ID_477297;4;4;92.2725;R2;F3;M2
ID_477319;2;3;95.09;R3;F2;M2
ID_477533;1;5;102.094;R3;F3;M3
ID_477858;2;1;16;R3;F1;M1
ID_477923;2;3;23.993333333;R3;F2;M1
ID_478072;12;2;209.995;R1;F2;M3
ID_478261;4;2;73.49;R2;F2;M2
ID_478330;3;3;71.38;R2;F2;M2
ID_478378;1;9;45.65;R3;F3;M1
ID_478401;1;3;36.323333333;R3;F2;M1
ID_478471;12;1;40.95;R1;F1;M1
ID_478520;12;1;104.49;R1;F1;M3
ID_478937;2;4;34.0075;R3;F3;M1
ID_478997;11;2;43.845;R1;F2;M1
ID_479050;1;2;188.35;R3;F2;M3
ID_479132;6;1;65.6;R2;F1;M2
ID_479428;5;1;28.99;R2;F1;M1
ID_479510;7;2;32.9;R1;F2;M1
ID_4797;2;4;88.375;R3;F3;M2
ID_479844;7;2;42.07;R1;F2;M1
ID_479904;6;5;131.492;R2;F3;M3
ID_480365;12;2;101.895;R1;F2;M3
ID_480486;1;6;172.265;R3;F3;M3
ID_480647;3;2;18.095;R2;F2;M1
ID_480658;7;2;102.3;R1;F2;M3
ID_480685;1;3;113.99666667;R3;F2;M3
ID_480858;5;1;33;R2;F1;M1
ID_480955;4;5;221.8675;R2;F3;M3
ID_481015;12;1;44.5;R1;F1;M1
ID_481128;2;2;47.24;R3;F2;M1
ID_481242;4;3;166.68333333;R2;F2;M3
ID_481321;2;1;99;R3;F1;M2
ID_481468;5;1;27.2;R2;F1;M1
ID_481469;3;3;44.396666667;R2;F2;M1
ID_481508;9;1;20.2;R1;F1;M1
ID_481517;2;1;35.8;R3;F1;M1
ID_481521;2;4;110.4925;R3;F3;M3
ID_481575;9;3;184.73;R1;F2;M3
ID_481672;7;2;111.6;R1;F2;M3
ID_481917;4;3;79.363333333;R2;F2;M2
ID_482201;11;1;28.99;R1;F1;M1
ID_482216;3;5;44.49;R2;F3;M1
ID_482223;1;3;96.99;R3;F2;M2
ID_482469;11;2;208.995;R1;F2;M3
ID_482528;1;4;46.615;R3;F3;M1
ID_483098;9;5;61.016;R1;F3;M2
ID_483204;1;5;89.976;R3;F3;M2
ID_483879;9;1;28.49;R1;F1;M1
ID_4840;1;1;309.99;R3;F1;M3
ID_484514;1;1;115.8;R3;F1;M3
ID_484624;1;7;74.292857143;R3;F3;M2
ID_484769;3;4;24.3425;R2;F3;M1
ID_484853;6;1;33.99;R2;F1;M1
ID_485114;3;4;94.3475;R2;F3;M2
ID_485202;1;2;130.75;R3;F2;M3
ID_485251;10;3;211.13;R1;F2;M3
ID_485393;3;2;41.15;R2;F2;M1
ID_485613;2;4;74.5375;R3;F3;M2
ID_485782;4;2;275.495;R2;F2;M3
ID_485862;4;2;98.65;R2;F2;M2
ID_485986;1;9;76.256666667;R3;F3;M2
ID_486068;1;3;189.33;R3;F2;M3
ID_486084;1;5;79.614;R3;F3;M2
ID_486098;11;1;45.99;R1;F1;M1
ID_486194;3;6;184.28;R2;F3;M3
ID_486227;6;1;37.49;R2;F1;M1
ID_486373;2;4;36.025;R3;F3;M1
ID_486429;1;3;82.593333333;R3;F2;M2
ID_486539;1;2;24.49;R3;F2;M1
ID_486846;6;1;67;R2;F1;M2
ID_487762;2;10;67.62;R3;F3;M2
ID_487800;4;1;37.49;R2;F1;M1
ID_487900;4;3;36.996666667;R2;F2;M1
ID_487991;5;1;54.99;R2;F1;M2
ID_487992;4;2;43.395;R2;F2;M1
ID_488027;1;10;478.05222222;R3;F3;M3
ID_488088;4;2;287.245;R2;F2;M3
ID_488129;4;3;31.49;R2;F2;M1
ID_488215;11;2;94.395;R1;F2;M2
ID_488334;6;2;67.645;R2;F2;M2
ID_488563;3;1;36.49;R2;F1;M1
ID_488663;2;3;92.493333333;R3;F2;M2
ID_488733;2;5;60.992;R3;F3;M2
ID_488740;3;6;115.715;R2;F3;M3
ID_488782;5;2;91.125;R2;F2;M2
ID_488859;11;1;11.49;R1;F1;M1
ID_489028;1;2;25.245;R3;F2;M1
ID_489343;6;3;117.69333333;R2;F2;M3
ID_489664;1;1;23.3;R3;F1;M1
ID_489674;7;1;53.99;R1;F1;M2
ID_489725;11;2;122.24;R1;F2;M3
ID_489778;4;2;115.745;R2;F2;M3
ID_490165;2;2;58.9;R3;F2;M2
ID_490177;11;1;77.99;R1;F1;M2
ID_490213;3;4;122.395;R2;F3;M3
ID_490381;2;6;51.586666667;R3;F3;M2
ID_490418;6;1;69.99;R2;F1;M2
ID_490457;11;1;35.49;R1;F1;M1
ID_490538;1;11;38.443;R3;F3;M1
ID_490682;1;1;128.49;R3;F1;M3
ID_490838;1;3;260.83333333;R3;F2;M3
ID_491000;5;1;41.49;R2;F1;M1
ID_491009;2;4;105.625;R3;F3;M3
ID_491150;10;2;23.95;R1;F2;M1
ID_491172;7;1;158;R1;F1;M3
ID_491233;1;6;76.551666667;R3;F3;M2
ID_491386;2;5;34.39;R3;F3;M1
ID_491478;1;3;61.163333333;R3;F2;M2
ID_491639;7;2;102.24;R1;F2;M3
ID_491724;3;3;234.41333333;R2;F2;M3
ID_491761;5;3;38.756666667;R2;F2;M1
ID_491889;2;3;17.266666667;R3;F2;M1
ID_492136;12;1;109.49;R1;F1;M3
ID_492226;4;1;529;R2;F1;M3
ID_492401;1;7;134.62428571;R3;F3;M3
ID_492444;1;14;96.972142857;R3;F3;M2
ID_492555;6;4;51.896666667;R2;F3;M2
ID_492777;2;5;297.496;R3;F3;M3
ID_492978;1;2;19.99;R3;F2;M1
ID_493258;2;1;43.49;R3;F1;M1
ID_493266;2;1;55.99;R3;F1;M2
ID_493273;4;1;36.12;R2;F1;M1
ID_4933;12;1;74.99;R1;F1;M2
ID_493300;2;3;64.593333333;R3;F2;M2
ID_493305;11;1;28.99;R1;F1;M1
ID_493373;12;1;117;R1;F1;M3
ID_493474;4;2;47.65;R2;F2;M1
ID_493556;1;5;44.696;R3;F3;M1
ID_493633;3;1;89.79;R2;F1;M2
ID_493746;3;4;106.0825;R2;F3;M3
ID_493758;4;3;62.606666667;R2;F2;M2
ID_493854;1;2;114.495;R3;F2;M3
ID_493906;7;1;56.74;R1;F1;M2
ID_493994;2;2;90.995;R3;F2;M2
ID_494068;6;2;126.74;R2;F2;M3
ID_494123;2;1;46;R3;F1;M1
ID_494150;1;5;73.272;R3;F3;M2
ID_494245;1;6;65.108333333;R3;F3;M2
ID_494395;1;1;35.2;R3;F1;M1
ID_494396;1;3;139.66;R3;F2;M3
ID_494684;2;1;14.7;R3;F1;M1
ID_494776;1;5;65.19;R3;F3;M2
ID_494849;1;3;137.45666667;R3;F2;M3
ID_494913;4;2;701.75;R2;F2;M3
ID_494976;9;1;227.19;R1;F1;M3
ID_495016;1;10;29.651;R3;F3;M1
ID_495024;3;2;272.995;R2;F2;M3
ID_495031;4;1;67.5;R2;F1;M2
ID_495035;3;2;255.45;R2;F2;M3
ID_495091;4;3;50.763333333;R2;F2;M2
ID_495163;4;3;142.83333333;R2;F2;M3
ID_495189;1;10;67.481;R3;F3;M2
ID_495239;1;3;84.923333333;R3;F2;M2
ID_495325;1;2;61.845;R3;F2;M2
ID_495352;4;4;269.615;R2;F3;M3
ID_495404;7;2;124.4;R1;F2;M3
ID_495515;1;5;42.612;R3;F3;M1
ID_495537;9;1;27.49;R1;F1;M1
ID_495567;1;2;552.295;R3;F2;M3
ID_495652;9;3;64.696666667;R1;F2;M2
ID_495661;1;3;53.163333333;R3;F2;M2
ID_495772;1;9;45.341111111;R3;F3;M1
ID_49580;4;1;57.49;R2;F1;M2
ID_495903;4;3;168.69666667;R2;F2;M3
ID_496111;10;2;57.645;R1;F2;M2
ID_496137;11;2;34.745;R1;F2;M1
ID_49615;6;1;32;R2;F1;M1
ID_496293;4;3;111.36333333;R2;F2;M3
ID_496351;12;1;54.99;R1;F1;M2
ID_496446;1;2;107.89;R3;F2;M3
ID_496541;1;6;183.45666667;R3;F3;M3
ID_496558;2;2;37.2;R3;F2;M1
ID_496597;1;2;346.195;R3;F2;M3
ID_496660;3;4;71.12;R2;F3;M2
ID_496705;6;2;185.75;R2;F2;M3
ID_496715;2;4;99.8675;R3;F3;M2
ID_496797;6;3;31.893333333;R2;F2;M1
ID_496889;2;6;27.746666667;R3;F3;M1
ID_496954;6;6;143.88;R2;F3;M3
ID_496966;1;2;71.89;R3;F2;M2
ID_497033;9;1;169.49;R1;F1;M3
ID_497057;3;1;28.09;R2;F1;M1
ID_497206;2;1;27.6;R3;F1;M1
ID_497207;1;5;91.386;R3;F3;M2
ID_497223;6;6;34.783333333;R2;F3;M1
ID_497347;11;2;60.475;R1;F2;M2
ID_497381;6;1;74.5;R2;F1;M2
ID_49775;5;2;23.15;R2;F2;M1
ID_497927;10;1;24.99;R1;F1;M1
ID_498193;7;3;68.576666667;R1;F2;M2
ID_498671;2;2;99.4;R3;F2;M2
ID_500525;6;1;87;R2;F1;M2
ID_501086;4;1;131.99;R2;F1;M3
ID_501257;3;2;55.495;R2;F2;M2
ID_501537;12;1;42.2;R1;F1;M1
ID_501708;3;2;29.895;R2;F2;M1
ID_501732;4;2;38.295;R2;F2;M1
ID_502162;2;10;40.003;R3;F3;M1
ID_502630;7;2;38.75;R1;F2;M1
ID_503253;5;1;57.99;R2;F1;M2
ID_503560;1;5;129.62;R3;F3;M3
ID_503676;6;1;78.49;R2;F1;M2
ID_503797;6;1;15.5;R2;F1;M1
ID_504258;1;7;96.667142857;R3;F3;M2
ID_504352;4;2;27.5;R2;F2;M1
ID_504601;1;10;77.309;R3;F3;M2
ID_504681;6;1;42.2;R2;F1;M1
ID_504954;1;6;73.066666667;R3;F3;M2
ID_505013;5;1;77.49;R2;F1;M2
ID_505117;5;3;47.893333333;R2;F2;M1
ID_505351;1;2;197.995;R3;F2;M3
ID_505663;1;7;84.211428571;R3;F3;M2
ID_505775;2;3;250.15666667;R3;F2;M3
ID_505910;5;3;70.33;R2;F2;M2
ID_506048;1;7;19.021428571;R3;F3;M1
ID_506214;5;1;32.49;R2;F1;M1
ID_506296;2;3;489.66333333;R3;F2;M3
ID_506813;1;4;62.89;R3;F3;M2
ID_506836;2;3;321.16666667;R3;F2;M3
ID_506915;6;1;26.9;R2;F1;M1
ID_506951;12;1;17.2;R1;F1;M1
ID_507013;2;2;17.745;R3;F2;M1
ID_507110;9;1;145.99;R1;F1;M3
ID_507141;1;3;80.84;R3;F2;M2
ID_507145;2;4;161.795;R3;F3;M3
ID_507154;3;4;266.045;R2;F3;M3
ID_507192;3;6;120.73;R2;F3;M3
ID_507274;3;6;135.59333333;R2;F3;M3
ID_507275;3;1;36.3;R2;F1;M1
ID_507344;4;2;78.95;R2;F2;M2
ID_507348;5;7;39.023333333;R2;F3;M1
ID_507368;12;1;45.7;R1;F1;M1
ID_507493;5;4;28.5175;R2;F3;M1
ID_507518;2;2;181.6;R3;F2;M3
ID_507546;3;4;130.3725;R2;F3;M3
ID_507563;4;4;20.83;R2;F3;M1
ID_507742;3;3;17.633333333;R2;F2;M1
ID_507789;5;1;13.2;R2;F1;M1
ID_507923;1;2;83.495;R3;F2;M2
ID_507937;5;2;113.3;R2;F2;M3
ID_507985;7;1;59.49;R1;F1;M2
ID_508005;3;1;76.6;R2;F1;M2
ID_508050;3;4;43.615;R2;F3;M1
ID_508070;7;4;62.36;R1;F3;M2
ID_508127;1;3;29.953333333;R3;F2;M1
ID_508139;2;2;114.24;R3;F2;M3
ID_508166;10;1;20.49;R1;F1;M1
ID_508171;10;1;95.49;R1;F1;M2
ID_508219;7;1;68.16;R1;F1;M2
ID_508220;1;18;59.179444444;R3;F3;M2
ID_508272;2;14;59.897692308;R3;F3;M2
ID_508348;1;4;99.74;R3;F3;M2
ID_508396;1;1;44.99;R3;F1;M1
ID_508410;7;4;178.6675;R1;F3;M3
ID_508416;4;3;36.8;R2;F2;M1
ID_508471;1;6;72.998333333;R3;F3;M2
ID_508611;3;2;239.495;R2;F2;M3
ID_508625;1;1;47.99;R3;F1;M1
ID_508928;1;3;327.33;R3;F2;M3
ID_509082;6;2;59.845;R2;F2;M2
ID_509141;3;5;79.936;R2;F3;M2
ID_509146;4;2;60.495;R2;F2;M2
ID_509150;3;5;418.375;R2;F3;M3
ID_509227;3;3;50.156666667;R2;F2;M2
ID_509236;5;1;85;R2;F1;M2
ID_509281;11;1;16.8;R1;F1;M1
ID_509284;5;3;110.59333333;R2;F2;M3
ID_509304;1;2;48.495;R3;F2;M1
ID_509312;1;3;92.656666667;R3;F2;M2
ID_509327;4;2;50.24;R2;F2;M2
ID_509374;11;1;20.94;R1;F1;M1
ID_509381;5;1;69.5;R2;F1;M2
ID_509393;3;1;71.99;R2;F1;M2
ID_509407;3;1;86.49;R2;F1;M2
ID_509443;12;1;28.99;R1;F1;M1
ID_509462;3;1;15.89;R2;F1;M1
ID_509526;1;5;88.495;R3;F3;M2
ID_509530;1;4;140.5475;R3;F3;M3
ID_509537;1;3;96.983333333;R3;F2;M2
ID_509548;11;1;61.8;R1;F1;M2
ID_509549;6;1;450;R2;F1;M3
ID_509553;9;1;18.99;R1;F1;M1
ID_509583;2;5;183.994;R3;F3;M3
ID_509646;1;5;61.072;R3;F3;M2
ID_509659;3;1;87;R2;F1;M2
ID_509671;5;2;30.99;R2;F2;M1
ID_509697;1;5;38.69;R3;F3;M1
ID_509829;1;1;172.39;R3;F1;M3
ID_510051;11;2;53.9;R1;F2;M2
ID_510270;7;3;117.94666667;R1;F2;M3
ID_510377;5;1;58.24;R2;F1;M2
ID_510380;2;3;31.313333333;R3;F2;M1
ID_510697;1;3;95.266666667;R3;F2;M2
ID_510725;5;3;36.006666667;R2;F2;M1
ID_510882;3;3;136.99333333;R2;F2;M3
ID_510932;5;3;41.323333333;R2;F2;M1
ID_510937;12;1;208.25;R1;F1;M3
ID_510949;4;4;105.4;R2;F3;M3
ID_511023;1;2;57.49;R3;F2;M2
ID_511160;11;2;21.24;R1;F2;M1
ID_511278;1;3;184.9;R3;F2;M3
ID_511346;1;5;21.774;R3;F3;M1
ID_511462;9;2;40.7;R1;F2;M1
ID_511490;1;8;25.285;R3;F3;M1
ID_511573;1;2;168.195;R3;F2;M3
ID_511728;2;1;59.99;R3;F1;M2
ID_511842;4;2;99.37;R2;F2;M2
ID_511925;5;4;29.9475;R2;F3;M1
ID_511996;1;1;15.99;R3;F1;M1
ID_512017;12;1;21.99;R1;F1;M1
ID_512200;12;2;114.995;R1;F2;M3
ID_512217;11;2;43.985;R1;F2;M1
ID_512244;5;1;179.49;R2;F1;M3
ID_512279;4;5;177.874;R2;F3;M3
ID_512327;1;2;38.49;R3;F2;M1
ID_512394;1;2;16.34;R3;F2;M1
ID_512424;6;2;102.245;R2;F2;M3
ID_512426;7;3;191.91666667;R1;F2;M3
ID_512500;2;2;87.35;R3;F2;M2
ID_512506;3;2;35.25;R2;F2;M1
ID_512556;3;3;157.03;R2;F2;M3
ID_512565;1;4;130.4975;R3;F3;M3
ID_512647;3;4;34.8525;R2;F3;M1
ID_512720;1;3;70.8;R3;F2;M2
ID_512739;2;5;37.296;R3;F3;M1
ID_512783;6;1;42;R2;F1;M1
ID_512791;1;8;64.0275;R3;F3;M2
ID_512841;6;3;264.5;R2;F2;M3
ID_512862;9;4;46.615;R1;F3;M1
ID_512946;2;7;53.684285714;R3;F3;M2
ID_512947;11;2;30.345;R1;F2;M1
